Accuracy, Ncore, Bmodel, Blife, Weight, WS
47.93, 1, 2, 14.4901285998913, 150, 0.5
47.93, 1, 3, 18.1126607498642, 198, 0.5
47.93, 1, 4, 21.735192899837, 236, 0.5
47.93, 2, 1, 11.9616151768973, 105, 0.25
47.93, 2, 2, 23.9232303537947, 165, 0.25
47.93, 2, 3, 29.9040379422433, 213, 0.25
47.93, 2, 4, 35.884845530692, 251, 0.25
47.93, 2, 1, 7.56421069352466, 105, 0.5
47.93, 2, 2, 15.1284213870493, 165, 0.5
47.93, 2, 3, 18.9105267338116, 213, 0.5
47.93, 2, 4, 22.692632080574, 251, 0.5
47.93, 2, 1, 5.53090462093254, 105, 0.75
47.93, 2, 2, 11.0618092418651, 165, 0.75
47.93, 2, 3, 13.8272615523313, 213, 0.75
47.93, 2, 4, 16.5927138627976, 251, 0.75
47.93, 2, 1, 4.35914090051133, 105, 1.0
47.93, 2, 2, 8.71828180102265, 165, 1.0
47.93, 2, 3, 10.8978522512783, 213, 1.0
47.93, 2, 4, 13.077422701534, 251, 1.0
47.93, 4, 1, 9.87614084858271, 120, 0.25
47.93, 4, 2, 19.7522816971654, 180, 0.25
47.93, 4, 3, 24.6903521214568, 228, 0.25
47.93, 4, 4, 29.6284225457481, 266, 0.25
47.93, 4, 1, 7.01713760431413, 120, 0.5
47.93, 4, 2, 14.0342752086283, 180, 0.5
47.93, 4, 3, 17.5428440107853, 228, 0.5
47.93, 4, 4, 21.0514128129424, 266, 0.5
47.93, 4, 1, 5.44181038147771, 120, 0.75
47.93, 4, 2, 10.8836207629554, 180, 0.75
47.93, 4, 3, 13.6045259536943, 228, 0.75
47.93, 4, 4, 16.3254311444331, 266, 0.75
47.93, 4, 1, 4.444118542418, 120, 1.0
47.93, 4, 2, 8.888237084836, 180, 1.0
47.93, 4, 3, 11.110296356045, 228, 1.0
47.93, 4, 4, 13.332355627254, 266, 1.0
47.93, 4, 1, 3.75557761957407, 120, 1.25
47.93, 4, 2, 7.51115523914814, 180, 1.25
47.93, 4, 3, 9.38894404893517, 228, 1.25
47.93, 4, 4, 11.2667328587222, 266, 1.25
47.93, 4, 1, 3.25177079243215, 120, 1.5
47.93, 4, 2, 6.50354158486431, 180, 1.5
47.93, 4, 3, 8.12942698108038, 228, 1.5
47.93, 4, 4, 9.75531237729646, 266, 1.5
47.93, 8, 1, 7.46784160707951, 140, 0.25
47.93, 8, 2, 14.935683214159, 200, 0.25
47.93, 8, 3, 18.6696040176988, 248, 0.25
47.93, 8, 4, 22.4035248212385, 286, 0.25
47.93, 8, 1, 5.95894288353246, 140, 0.5
47.93, 8, 2, 11.9178857670649, 200, 0.5
47.93, 8, 3, 14.8973572088312, 248, 0.5
47.93, 8, 4, 17.8768286505974, 286, 0.5
47.93, 8, 1, 4.95730520888845, 140, 0.75
47.93, 8, 2, 9.9146104177769, 200, 0.75
47.93, 8, 3, 12.3932630222211, 248, 0.75
47.93, 8, 4, 14.8719156266653, 286, 0.75
47.93, 8, 1, 4.24394177311887, 140, 1.0
47.93, 8, 2, 8.48788354623775, 200, 1.0
47.93, 8, 3, 10.6098544327972, 248, 1.0
47.93, 8, 4, 12.7318253193566, 286, 1.0
47.93, 8, 1, 3.71005889718499, 140, 1.25
47.93, 8, 2, 7.42011779436999, 200, 1.25
47.93, 8, 3, 9.27514724296248, 248, 1.25
47.93, 8, 4, 11.130176691555, 286, 1.25
47.93, 8, 1, 3.29549012176836, 140, 1.5
47.93, 8, 2, 6.59098024353672, 200, 1.5
47.93, 8, 3, 8.2387253044209, 248, 1.5
47.93, 8, 4, 9.88647036530508, 286, 1.5
44.825, 1, 1, 12.3162189207913, 90, 0.25
44.825, 1, 2, 24.6324378415826, 150, 0.25
44.825, 1, 3, 30.7905473019783, 198, 0.25
44.825, 1, 4, 36.948656762374, 236, 0.25
44.825, 1, 1, 7.27868255845692, 90, 0.5
44.825, 1, 2, 14.5573651169138, 150, 0.5
44.825, 1, 3, 18.1967063961423, 198, 0.5
44.825, 1, 4, 21.8360476753708, 236, 0.5
44.825, 2, 1, 12.0009660777693, 105, 0.25
44.825, 2, 2, 24.0019321555385, 165, 0.25
44.825, 2, 3, 30.0024151944232, 213, 0.25
44.825, 2, 4, 36.0028982333078, 251, 0.25
44.825, 2, 1, 7.59571070216649, 105, 0.5
44.825, 2, 2, 15.191421404333, 165, 0.5
44.825, 2, 3, 18.9892767554162, 213, 0.5
44.825, 2, 4, 22.7871321064995, 251, 0.5
44.825, 2, 1, 5.55617676698575, 105, 0.75
44.825, 2, 2, 11.1123535339715, 165, 0.75
44.825, 2, 3, 13.8904419174644, 213, 0.75
44.825, 2, 4, 16.6685303009573, 251, 0.75
44.825, 2, 1, 4.380076782746, 105, 1.0
44.825, 2, 2, 8.760153565492, 165, 1.0
44.825, 2, 3, 10.950191956865, 213, 1.0
44.825, 2, 4, 13.140230348238, 251, 1.0
44.825, 4, 1, 9.89888903530996, 120, 0.25
44.825, 4, 2, 19.7977780706199, 180, 0.25
44.825, 4, 3, 24.7472225882749, 228, 0.25
44.825, 4, 4, 29.6966671059299, 266, 0.25
44.825, 4, 1, 7.04012784872173, 120, 0.5
44.825, 4, 2, 14.0802556974435, 180, 0.5
44.825, 4, 3, 17.6003196218043, 228, 0.5
44.825, 4, 4, 21.1203835461652, 266, 0.5
44.825, 4, 1, 5.46256114227616, 120, 0.75
44.825, 4, 2, 10.9251222845523, 180, 0.75
44.825, 4, 3, 13.6564028556904, 228, 0.75
44.825, 4, 4, 16.3876834268285, 266, 0.75
44.825, 4, 1, 4.46257738388095, 120, 1.0
44.825, 4, 2, 8.9251547677619, 180, 1.0
44.825, 4, 3, 11.1564434597024, 228, 1.0
44.825, 4, 4, 13.3877321516428, 266, 1.0
44.825, 4, 1, 3.77205917889344, 120, 1.25
44.825, 4, 2, 7.54411835778689, 180, 1.25
44.825, 4, 3, 9.43014794723361, 228, 1.25
44.825, 4, 4, 11.3161775366803, 266, 1.25
44.825, 4, 1, 3.26660076299627, 120, 1.5
44.825, 4, 2, 6.53320152599255, 180, 1.5
44.825, 4, 3, 8.16650190749068, 228, 1.5
44.825, 4, 4, 9.79980228898882, 266, 1.5
44.825, 8, 1, 7.47852261785684, 140, 0.25
44.825, 8, 2, 14.9570452357137, 200, 0.25
44.825, 8, 3, 18.6963065446421, 248, 0.25
44.825, 8, 4, 22.4355678535705, 286, 0.25
44.825, 8, 1, 5.97255610469891, 140, 0.5
44.825, 8, 2, 11.9451122093978, 200, 0.5
44.825, 8, 3, 14.9313902617473, 248, 0.5
44.825, 8, 4, 17.9176683140967, 286, 0.5
44.825, 8, 1, 4.97144526128052, 140, 0.75
44.825, 8, 2, 9.94289052256104, 200, 0.75
44.825, 8, 3, 12.4286131532013, 248, 0.75
44.825, 8, 4, 14.9143357838416, 286, 0.75
44.825, 8, 1, 4.25776509909948, 140, 1.0
44.825, 8, 2, 8.51553019819896, 200, 1.0
44.825, 8, 3, 10.6444127477487, 248, 1.0
44.825, 8, 4, 12.7732952972984, 286, 1.0
44.825, 8, 1, 3.72326809857352, 140, 1.25
44.825, 8, 2, 7.44653619714704, 200, 1.25
44.825, 8, 3, 9.3081702464338, 248, 1.25
44.825, 8, 4, 11.1698042957206, 286, 1.25
44.825, 8, 1, 3.30799956996005, 140, 1.5
44.825, 8, 2, 6.61599913992011, 200, 1.5
44.825, 8, 3, 8.26999892490014, 248, 1.5
44.825, 8, 4, 9.92399870988017, 286, 1.5
37.775, 1, 1, 15.6112791491853, 90, 0.25
37.775, 1, 2, 31.2225582983706, 150, 0.25
37.775, 1, 3, 39.0281978729632, 198, 0.25
37.775, 1, 4, 46.8338374475559, 236, 0.25
37.775, 1, 1, 9.69814522972482, 90, 0.5
37.775, 1, 2, 19.3962904594496, 150, 0.5
37.775, 1, 3, 24.245363074312, 198, 0.5
37.775, 1, 4, 29.0944356891745, 236, 0.5
37.775, 1, 1, 7.03389457950499, 90, 0.75
37.775, 1, 2, 14.06778915901, 150, 0.75
37.775, 1, 3, 17.5847364487625, 198, 0.75
37.775, 1, 4, 21.101683738515, 236, 0.75
37.775, 2, 1, 14.579730165644, 105, 0.25
37.775, 2, 2, 29.1594603312879, 165, 0.25
37.775, 2, 3, 36.4493254141099, 213, 0.25
37.775, 2, 4, 43.7391904969319, 251, 0.25
37.775, 2, 1, 9.78696229817449, 105, 0.5
37.775, 2, 2, 19.573924596349, 165, 0.5
37.775, 2, 3, 24.4674057454362, 213, 0.5
37.775, 2, 4, 29.3608868945235, 251, 0.5
37.775, 2, 1, 7.36566183694082, 105, 0.75
37.775, 2, 2, 14.7313236738816, 165, 0.75
37.775, 2, 3, 18.4141545923521, 213, 0.75
37.775, 2, 4, 22.0969855108225, 251, 0.75
37.775, 2, 1, 5.90480858086783, 105, 1.0
37.775, 2, 2, 11.8096171617357, 165, 1.0
37.775, 2, 3, 14.7620214521696, 213, 1.0
37.775, 2, 4, 17.7144257426035, 251, 1.0
37.775, 2, 1, 4.9275192712199, 105, 1.25
37.775, 2, 2, 9.8550385424398, 165, 1.25
37.775, 2, 3, 12.3187981780497, 213, 1.25
37.775, 2, 4, 14.7825578136597, 251, 1.25
37.775, 2, 1, 4.22778904600997, 105, 1.5
37.775, 2, 2, 8.45557809201994, 165, 1.5
37.775, 2, 3, 10.5694726150249, 213, 1.5
37.775, 2, 4, 12.6833671380299, 251, 1.5
37.775, 4, 1, 11.2980227754017, 120, 0.25
37.775, 4, 2, 22.5960455508033, 180, 0.25
37.775, 4, 3, 28.2450569385041, 228, 0.25
37.775, 4, 4, 33.894068326205, 266, 0.25
37.775, 4, 1, 8.54539259135826, 120, 0.5
37.775, 4, 2, 17.0907851827165, 180, 0.5
37.775, 4, 3, 21.3634814783956, 228, 0.5
37.775, 4, 4, 25.6361777740748, 266, 0.5
37.775, 4, 1, 6.87128494316803, 120, 0.75
37.775, 4, 2, 13.7425698863361, 180, 0.75
37.775, 4, 3, 17.1782123579201, 228, 0.75
37.775, 4, 4, 20.6138548295041, 266, 0.75
37.775, 4, 1, 5.74566525466943, 120, 1.0
37.775, 4, 2, 11.4913305093389, 180, 1.0
37.775, 4, 3, 14.3641631366736, 228, 1.0
37.775, 4, 4, 17.2369957640083, 266, 1.0
37.775, 4, 1, 4.93692309353772, 120, 1.25
37.775, 4, 2, 9.87384618707545, 180, 1.25
37.775, 4, 3, 12.3423077338443, 228, 1.25
37.775, 4, 4, 14.8107692806132, 266, 1.25
37.775, 4, 1, 4.3277608003328, 120, 1.5
37.775, 4, 2, 8.65552160066561, 180, 1.5
37.775, 4, 3, 10.819402000832, 228, 1.5
37.775, 4, 4, 12.9832824009984, 266, 1.5
37.775, 8, 1, 8.10151194466667, 140, 0.25
37.775, 8, 2, 16.2030238893333, 200, 0.25
37.775, 8, 3, 20.2537798616667, 248, 0.25
37.775, 8, 4, 24.304535834, 286, 0.25
37.775, 8, 1, 6.80885832468041, 140, 0.5
37.775, 8, 2, 13.6177166493608, 200, 0.5
37.775, 8, 3, 17.022145811701, 248, 0.5
37.775, 8, 4, 20.4265749740412, 286, 0.5
37.775, 8, 1, 5.87194750478931, 140, 0.75
37.775, 8, 2, 11.7438950095786, 200, 0.75
37.775, 8, 3, 14.6798687619733, 248, 0.75
37.775, 8, 4, 17.6158425143679, 286, 0.75
37.775, 8, 1, 5.16168993728547, 140, 1.0
37.775, 8, 2, 10.3233798745709, 200, 1.0
37.775, 8, 3, 12.9042248432137, 248, 1.0
37.775, 8, 4, 15.4850698118564, 286, 1.0
37.775, 8, 1, 4.60471407603534, 140, 1.25
37.775, 8, 2, 9.20942815207068, 200, 1.25
37.775, 8, 3, 11.5117851900884, 248, 1.25
37.775, 8, 4, 13.814142228106, 286, 1.25
37.775, 8, 1, 4.1562327905986, 140, 1.5
37.775, 8, 2, 8.3124655811972, 200, 1.5
37.775, 8, 3, 10.3905819764965, 248, 1.5
37.775, 8, 4, 12.4686983717958, 286, 1.5
37.535, 1, 1, 15.6893508531084, 90, 0.25
37.535, 1, 2, 31.3787017062169, 150, 0.25
37.535, 1, 3, 39.2233771327711, 198, 0.25
37.535, 1, 4, 47.0680525593254, 236, 0.25
37.535, 1, 1, 9.75847767748231, 90, 0.5
37.535, 1, 2, 19.5169553549646, 150, 0.5
37.535, 1, 3, 24.3961941937058, 198, 0.5
37.535, 1, 4, 29.2754330324469, 236, 0.5
37.535, 1, 1, 7.08152606886784, 90, 0.75
37.535, 1, 2, 14.1630521377357, 150, 0.75
37.535, 1, 3, 17.7038151721696, 198, 0.75
37.535, 1, 4, 21.2445782066035, 236, 0.75
37.535, 2, 1, 14.6382343361744, 105, 0.25
37.535, 2, 2, 29.2764686723488, 165, 0.25
37.535, 2, 3, 36.5955858404359, 213, 0.25
37.535, 2, 4, 43.9147030085231, 251, 0.25
37.535, 2, 1, 9.83975951627743, 105, 0.5
37.535, 2, 2, 19.6795190325549, 165, 0.5
37.535, 2, 3, 24.5993987906936, 213, 0.5
37.535, 2, 4, 29.5192785488323, 251, 0.5
37.535, 2, 1, 7.41055002954957, 105, 0.75
37.535, 2, 2, 14.8211000590991, 165, 0.75
37.535, 2, 3, 18.5263750738739, 213, 0.75
37.535, 2, 4, 22.2316500886487, 251, 0.75
37.535, 2, 1, 5.94328913507313, 105, 1.0
37.535, 2, 2, 11.8865782701463, 165, 1.0
37.535, 2, 3, 14.8582228376828, 213, 1.0
37.535, 2, 4, 17.8298674052194, 251, 1.0
37.535, 2, 1, 4.96102494775421, 105, 1.25
37.535, 2, 2, 9.92204989550841, 165, 1.25
37.535, 2, 3, 12.4025623693855, 213, 1.25
37.535, 2, 4, 14.8830748432626, 251, 1.25
37.535, 2, 1, 4.25739349597996, 105, 1.5
37.535, 2, 2, 8.51478699195991, 165, 1.5
37.535, 2, 3, 10.6434837399499, 213, 1.5
